1,Abilene Christian,31,13,18,.419,-13.73,-7.32,8,10,10,5,2,12,2209,2272,,1250,771,1704,.452,209,570,.367,458,653,.701,269,991,422,233,78,418,681
2,Air Force,32,14,18,.438,-5.48,0.69,5,13,12,5,2,13,2189,2330,,1300,752,1758,.428,202,596,.339,483,707,.683,283,1107,420,196,58,422,617
3,Akron,34,26,8,.765,5.89,-1.39,13,5,15,0,6,7,2619,2309,,1360,888,2041,.435,400,1027,.389,443,639,.693,357,1267,497,184,133,370,601
4,Alabama A&M,29,11,18,.379,-13.25,-10.54,6,12,6,5,4,12,1974,2042,,1175,681,1632,.417,175,599,.292,439,642,.684,330,1000,366,163,61,338,561
5,Alabama-Birmingham,32,26,6,.813,3.88,-3.48,16,2,16,0,10,3,2527,2226,,1300,916,1910,.480,238,642,.371,457,637,.717,359,1231,590,207,196,400,566
6,Alabama State,31,14,17,.452,-12.83,-9.07,9,9,8,3,5,12,2217,2308,,1260,788,1918,.411,215,647,.332,426,623,.684,389,1154,372,181,107,371,646
7,Alabama,32,18,14,.563,7.84,8.81,8,10,10,4,5,7,2139,2170,,1290,721,1690,.427,251,732,.343,446,697,.640,313,1110,338,180,168,426,617
8,Albany (NY),32,24,8,.750,1.18,-7.73,13,3,14,1,10,7,2405,2086,,1290,812,1770,.459,180,561,.321,601,803,.748,376,1228,399,212,52,404,560
9,Alcorn State,30,15,15,.500,-15.78,-9.71,13,5,9,2,6,9,2014,2164,,1225,691,1692,.408,174,566,.307,458,676,.678,384,1072,272,134,111,427,548
10,American,31,12,19,.387,-13.90,-5.80,9,9,5,7,7,12,1785,2036,,1250,631,1487,.424,195,572,.341,328,471,.696,218,874,348,176,69,422,566
11,Appalachian State,31,9,22,.290,-7.73,-0.92,7,13,6,7,2,12,2187,2398,,1240,719,1795,.401,256,720,.356,493,701,.703,393,1142,357,127,103,461,666
12,Arizona State,32,15,17,.469,8.68,9.37,5,13,11,6,3,9,2345,2367,,1290,796,1919,.415,254,757,.336,499,726,.687,394,1177,405,170,86,384,649
13,Arizona,33,25,8,.758,19.50,7.29,12,6,17,1,5,5,2680,2277,,1350,926,1922,.482,215,562,.383,613,848,.723,384,1329,478,162,158,421,599
14,Arkansas-Little Rock,32,28,4,.875,6.63,-2.98,17,3,14,0,12,4,2271,1918,,1285,810,1775,.456,243,623,.390,408,557,.732,293,1082,423,208,103,336,594
15,Arkansas-Pine Bluff,33,8,25,.242,-18.98,-5.19,6,12,3,6,4,17,1867,2322,,1325,674,1722,.391,202,666,.303,317,519,.611,322,1004,317,235,123,515,723
16,Arkansas State,31,11,20,.355,-7.29,-2.18,7,13,9,6,2,14,2282,2353,,1260,770,1873,.411,180,570,.316,562,766,.734,334,1243,381,157,136,398,613
17,Arkansas,32,16,16,.500,10.68,7.21,9,9,13,4,3,8,2501,2390,,1305,883,1992,.443,216,544,.397,519,748,.694,374,1187,518,233,165,356,687
18,Army,32,19,13,.594,-6.72,-8.01,9,9,7,8,11,5,2474,2395,,1310,870,2020,.431,284,844,.336,450,647,.696,396,1301,488,160,117,433,612
19,Auburn,31,11,20,.355,0.57,7.96,5,13,8,7,2,11,2192,2421,,1245,724,1820,.398,272,799,.340,472,746,.633,346,1134,352,166,126,427,658
20,Austin Peay,35,18,17,.514,-5.90,-3.53,7,9,7,7,7,9,2661,2660,,1420,920,1988,.463,219,630,.348,602,899,.670,407,1289,473,242,101,489,610
21,Ball State,32,19,13,.594,0.28,-2.91,10,8,12,6,5,7,2251,2116,,1295,777,1738,.447,275,735,.374,422,612,.690,291,1147,471,177,120,413,606
22,Baylor,33,22,11,.667,17.07,10.38,10,8,15,5,6,5,2546,2287,,1335,903,1935,.467,204,556,.367,536,737,.727,453,1235,587,260,133,425,636
23,Belmont,31,20,11,.645,1.27,-2.43,12,4,11,1,8,9,2554,2417,,1245,888,1794,.495,324,894,.362,454,629,.722,266,1077,532,140,77,438,615
24,Bethune-Cookman,32,14,18,.438,-14.03,-8.86,10,6,9,2,5,13,2258,2330,,1295,799,1932,.414,249,787,.316,411,597,.688,407,1186,371,197,191,412,601
25,Binghamton,30,8,22,.267,-13.91,-6.17,5,11,5,9,3,13,1827,2059,,1205,629,1614,.390,171,599,.285,398,584,.682,273,1023,333,161,68,418,558
26,Boise State,32,20,12,.625,7.25,3.15,11,7,14,2,5,7,2480,2246,,1290,842,1859,.453,261,788,.331,535,755,.709,315,1110,430,209,64,371,622
27,Boston College,32,7,25,.219,-1.46,7.83,0,18,6,11,0,10,1959,2256,,1285,717,1752,.409,230,712,.323,295,453,.651,243,997,410,181,93,427,579
28,Boston University,32,18,14,.563,-6.67,-6.47,11,7,9,6,9,8,2342,2315,,1295,813,1787,.455,252,694,.363,464,649,.715,293,1153,432,183,122,435,609
29,Bowling Green State,34,16,18,.471,-5.70,-1.67,5,13,7,8,7,8,2400,2457,,1360,849,1913,.444,203,563,.361,499,761,.656,346,1238,398,209,113,430,655
30,Bradley,32,5,27,.156,-10.91,3.71,3,15,4,11,1,12,1793,2238,,1290,606,1596,.380,165,590,.280,416,628,.662,277,1083,292,142,87,540,744
31,Brigham Young,33,23,10,.697,12.09,1.62,13,5,14,2,6,6,2758,2382,,1325,979,2118,.462,294,774,.380,506,735,.688,398,1356,545,219,140,383,624
32,Brown,28,8,20,.286,-8.07,-2.85,3,11,7,6,1,13,2040,2155,,1140,697,1625,.429,225,639,.352,421,600,.702,272,1019,414,150,114,373,543
33,Bryant,31,8,23,.258,-18.29,-6.42,5,13,4,10,4,13,2018,2361,,1250,755,1798,.420,198,615,.322,310,482,.643,300,1048,415,176,83,418,591
34,Bucknell,30,17,13,.567,-1.72,-5.99,14,4,8,7,9,6,2368,2198,,1225,803,1725,.466,223,608,.367,539,754,.715,311,1101,475,197,98,414,641
35,Buffalo,34,20,14,.588,1.29,0.63,10,8,10,5,5,9,2637,2555,,1370,892,2037,.438,253,750,.337,600,845,.710,418,1332,433,236,123,465,722
36,Butler,31,21,10,.677,16.23,6.81,10,8,13,3,5,5,2498,2206,,1245,868,1864,.466,220,569,.387,542,741,.731,354,1132,445,210,104,320,615
37,Cal Poly,30,10,20,.333,-3.16,1.23,4,12,5,7,3,12,2171,2255,,1220,755,1812,.417,238,681,.349,423,626,.676,352,1095,425,163,96,309,602
38,Cal State Bakersfield,32,24,8,.750,2.75,-5.74,11,3,14,1,7,7,2337,2022,,1290,849,1881,.451,174,506,.344,465,712,.653,400,1228,501,257,162,390,686
39,Cal State Fullerton,30,10,20,.333,-6.87,-0.51,3,13,5,8,5,9,2104,2227,,1205,698,1703,.410,193,582,.332,515,743,.693,335,1116,304,147,48,392,610
40,Cal State Northridge,30,10,20,.333,-6.56,-0.56,5,11,5,7,4,12,2143,2261,,1225,745,1723,.432,126,425,.296,527,735,.717,303,1086,423,203,96,419,604
41,UC-Davis,30,11,19,.367,-5.29,-0.97,6,10,8,7,3,11,1914,1980,,1225,697,1608,.433,164,463,.354,356,557,.639,255,1033,342,186,49,427,531
42,UC-Irvine,34,25,9,.735,5.71,1.11,13,3,11,2,10,4,2417,2240,,1370,863,1876,.460,211,569,.371,480,702,.684,328,1251,518,189,179,417,626
43,UC-Riverside,33,14,19,.424,-5.42,-2.84,5,11,7,9,7,9,2299,2300,,1320,788,1839,.428,252,716,.352,471,670,.703,328,1163,410,170,101,433,654
44,UC-Santa Barbara,31,18,13,.581,4.48,1.71,11,5,6,5,10,6,2216,2092,,1245,816,1837,.444,236,643,.367,348,493,.706,327,1163,473,189,95,389,613
45,University of California,33,23,10,.697,16.38,8.29,12,6,18,0,4,7,2479,2212,,1335,867,1875,.462,233,632,.369,512,780,.656,370,1312,424,136,158,399,682
46,Campbell,30,12,18,.400,-10.72,-6.32,5,13,7,9,5,8,2207,2203,,1205,744,1671,.445,224,675,.332,495,690,.717,242,967,345,214,72,353,582
47,Canisius,33,14,19,.424,-5.22,-3.37,8,12,7,7,4,11,2526,2587,,1355,845,2014,.420,285,836,.341,551,744,.741,393,1116,466,199,88,368,640
48,Central Arkansas,28,7,21,.250,-14.94,-6.58,6,12,4,6,2,14,2110,2344,,1120,734,1656,.443,185,497,.372,457,694,.659,331,1044,370,152,104,405,575
49,Central Connecticut State,29,4,25,.138,-22.07,-8.96,3,15,3,11,1,14,1888,2268,,1175,682,1704,.400,164,480,.342,360,530,.679,336,1046,341,127,107,402,505
50,Central Florida,30,12,18,.400,0.38,3.21,6,12,8,8,4,9,2062,2147,,1210,715,1663,.430,207,650,.318,425,619,.687,329,1166,379,137,139,440,467
51,Central Michigan,32,17,15,.531,-0.18,-0.93,10,8,13,3,4,8,2422,2325,,1285,841,1903,.442,309,874,.354,431,600,.718,319,1119,426,152,87,293,593
52,Charleston Southern,30,9,21,.300,-10.56,-2.23,5,13,6,8,3,12,2146,2253,,1210,774,1808,.428,280,810,.346,318,512,.621,308,1053,379,153,63,378,576
53,Charlotte,33,14,19,.424,-3.01,-1.59,9,9,8,7,5,8,2584,2631,,1340,920,2066,.445,266,696,.382,478,685,.698,370,1196,481,204,73,394,588
54,Chattanooga,34,29,5,.853,3.94,-3.75,15,3,13,1,10,4,2578,2265,,1370,869,1904,.456,259,712,.364,581,793,.733,371,1217,495,265,163,422,577
55,Chicago State,32,4,28,.125,-17.30,-1.16,0,14,4,9,0,15,2140,2478,,1280,764,1995,.383,228,750,.304,384,573,.670,413,1172,375,246,98,456,697
56,Cincinnati,32,22,10,.688,15.60,5.28,12,6,14,3,6,6,2342,2012,,1315,823,1925,.428,242,701,.345,454,645,.704,427,1260,495,254,186,353,498
57,Citadel,32,10,22,.313,-15.59,-4.38,3,15,6,8,3,13,2753,2962,,1285,938,2242,.418,363,1121,.324,514,704,.730,400,1148,489,281,99,438,770
58,Clemson,31,17,14,.548,12.24,7.08,10,8,13,4,3,8,2159,1999,,1250,753,1725,.437,238,678,.351,415,574,.723,320,1072,411,179,162,313,511
59,Cleveland State,32,9,23,.281,-9.11,0.16,4,14,5,9,3,10,1947,2169,,1285,704,1746,.403,174,537,.324,365,538,.678,338,1061,327,196,87,458,670
60,Coastal Carolina,29,18,11,.621,-1.63,-4.37,12,6,11,3,7,5,2167,1953,,1165,770,1672,.461,214,620,.345,413,619,.667,326,1132,358,173,91,357,511
61,Colgate,30,13,17,.433,-8.39,-5.84,9,9,8,4,5,13,2093,2145,,1220,747,1673,.447,267,718,.372,332,488,.680,280,951,398,184,72,362,583
62,College of Charleston,31,17,14,.548,2.67,0.34,8,10,10,5,6,8,2028,1921,,1250,722,1718,.420,206,595,.346,378,567,.667,339,1090,361,222,75,392,620
63,Colorado State,34,18,16,.529,2.26,1.48,8,10,12,5,3,8,2700,2626,,1400,878,2067,.425,326,896,.364,618,861,.718,441,1359,455,131,77,394,657
64,Colorado,33,22,11,.667,12.62,7.87,10,8,16,1,4,7,2509,2333,,1330,842,1978,.426,250,637,.392,575,778,.739,436,1399,453,172,164,439,616
65,Columbia,31,21,10,.677,2.34,-2.59,10,4,14,4,7,6,2362,2146,,1255,798,1758,.454,293,783,.374,473,665,.711,318,1086,450,198,105,336,592
66,Connecticut,33,23,10,.697,15.91,5.70,11,7,14,3,6,4,2424,2087,,1340,878,1910,.460,231,636,.363,437,557,.785,319,1204,454,193,166,366,592
67,Coppin State,31,9,22,.290,-15.35,-5.66,6,10,5,7,3,14,2240,2497,,1280,741,1933,.383,238,715,.333,520,737,.706,406,1144,348,174,91,406,666
68,Cornell,28,10,18,.357,-9.58,-1.07,3,11,5,8,5,10,1992,2193,,1130,703,1674,.420,233,682,.342,353,542,.651,244,910,302,217,107,371,563
69,Creighton,32,18,14,.563,13.04,6.51,9,9,12,5,4,8,2546,2337,,1280,892,1904,.468,262,744,.352,500,712,.702,299,1169,490,195,100,367,609
70,Dartmouth,28,10,18,.357,-5.57,-3.27,4,10,8,6,2,12,1992,1989,,1130,700,1606,.436,156,458,.341,436,603,.723,336,1005,367,192,48,402,569
71,Davidson,32,20,12,.625,6.00,5.06,10,8,15,1,3,9,2534,2492,,1285,868,1960,.443,304,859,.354,494,650,.760,307,1126,482,150,100,324,548
72,Dayton,32,25,7,.781,12.09,4.72,14,4,14,3,8,2,2342,2106,,1295,818,1780,.460,215,621,.346,491,730,.673,317,1237,469,189,142,416,610
73,Delaware State,32,7,25,.219,-20.57,-6.53,5,11,6,7,1,17,1980,2336,,1290,710,1815,.391,230,698,.330,330,536,.616,340,1063,367,173,93,442,635
74,Delaware,30,7,23,.233,-8.47,0.99,2,16,5,7,2,15,1986,2270,,1205,669,1663,.402,168,517,.325,480,701,.685,330,1132,319,108,87,357,535
75,Denver,31,16,15,.516,-3.11,-3.01,7,9,8,7,6,6,2021,2024,,1240,689,1449,.476,235,613,.383,408,530,.770,168,781,443,198,71,400,593
76,DePaul,31,9,22,.290,0.65,8.17,3,15,5,9,3,10,2092,2325,,1245,752,1691,.445,168,490,.343,420,618,.680,317,1059,366,150,95,458,687
77,Detroit Mercy,31,16,15,.516,-2.37,-0.75,9,9,11,4,4,10,2595,2567,,1245,898,1929,.466,244,651,.375,555,795,.698,373,1169,409,213,133,422,706
78,Drake,31,7,24,.226,-5.20,0.86,2,16,5,9,0,12,2093,2230,,1255,736,1639,.449,215,559,.385,406,562,.722,253,1043,378,116,65,417,559
79,Drexel,31,6,25,.194,-5.14,2.16,3,15,3,9,2,12,1958,2183,,1245,677,1721,.393,170,517,.329,434,634,.685,324,1022,384,141,108,344,676
80,Duke,33,23,10,.697,20.08,10.69,11,7,15,3,5,4,2688,2378,,1330,905,1973,.459,306,791,.387,572,792,.722,404,1198,443,212,136,323,548
81,Duquesne,32,16,16,.500,1.69,1.56,6,12,9,6,4,7,2512,2483,,1290,891,1944,.458,301,830,.363,429,626,.685,327,1253,496,153,121,443,634
82,East Carolina,32,12,20,.375,-0.17,3.43,4,14,8,8,3,10,2186,2301,,1305,761,1790,.425,232,683,.340,432,620,.697,320,1093,486,183,64,424,536
83,East Tennessee State,34,23,11,.676,-0.93,-2.34,14,4,13,2,8,8,2644,2500,,1375,924,1998,.462,271,718,.377,525,738,.711,357,1214,417,229,126,429,684
84,Eastern Illinois,30,13,17,.433,-8.17,-3.35,9,7,9,5,4,9,2145,2213,,1220,764,1737,.440,232,664,.349,385,587,.656,299,1002,417,177,68,364,583
85,Eastern Kentucky,31,15,16,.484,-3.33,-3.66,6,10,10,6,5,10,2497,2453,,1240,864,1760,.491,258,653,.395,511,700,.730,274,1004,495,218,95,457,665
86,Eastern Michigan,33,18,15,.545,0.12,1.50,9,9,14,3,4,11,2553,2460,,1330,875,1961,.446,187,602,.311,616,854,.721,386,1194,379,312,122,423,674
87,Eastern Washington,32,17,15,.531,-4.44,-6.38,10,8,10,2,5,11,2620,2460,,1280,911,1862,.489,329,861,.382,469,688,.682,299,1061,424,195,122,366,627
88,Elon,32,16,16,.500,-0.39,0.95,7,11,8,8,8,7,2429,2413,,1285,865,1942,.445,303,885,.342,396,599,.661,335,1184,488,176,72,411,607
89,Evansville,34,25,9,.735,8.06,-0.43,12,6,13,3,8,4,2526,2221,,1370,879,1795,.490,158,448,.353,610,843,.724,260,1202,595,178,147,426,601
90,Fairfield,32,19,13,.594,-2.94,-2.69,12,8,11,4,7,7,2460,2468,,1305,854,1925,.444,289,798,.362,463,630,.735,291,1113,498,207,132,421,613
91,Fairleigh Dickinson,32,18,14,.563,-9.99,-8.32,11,7,9,6,9,8,2493,2504,,1295,906,1959,.462,230,634,.363,451,645,.699,340,1075,456,241,86,414,694
92,Florida A&M,29,8,21,.276,-21.43,-10.35,4,12,6,6,1,14,1863,2128,,1190,644,1606,.401,168,555,.303,407,691,.589,293,1010,319,192,65,466,566
93,Florida Atlantic,33,8,25,.242,-10.16,-1.58,5,13,5,7,2,14,2189,2445,,1325,752,1847,.407,229,678,.338,456,624,.731,282,1071,385,175,140,401,631
94,Florida Gulf Coast,33,20,13,.606,-1.68,-4.40,8,6,16,4,4,8,2540,2325,,1355,949,1991,.477,176,493,.357,466,720,.647,392,1327,446,218,132,409,637
95,Florida International,32,13,19,.406,-5.14,-4.71,7,11,7,9,5,8,2277,2242,,1300,834,1779,.469,181,499,.363,428,645,.664,328,1196,391,162,148,414,598
96,Florida State,32,19,13,.594,12.66,8.35,8,10,10,4,4,7,2499,2361,,1285,894,1919,.466,214,617,.347,497,721,.689,367,1181,425,230,132,412,623
97,Florida,33,19,14,.576,14.95,9.92,9,9,12,4,4,8,2429,2263,,1325,838,1989,.421,229,735,.312,524,814,.644,434,1325,430,209,146,376,647
98,Fordham,30,17,13,.567,2.45,0.31,8,10,14,4,3,7,2140,2059,,1215,757,1690,.448,232,673,.345,394,576,.684,311,1031,468,252,116,411,594
99,Fresno State,34,25,9,.735,5.27,1.80,13,5,16,2,6,7,2561,2395,,1380,900,2073,.434,212,620,.342,549,793,.692,404,1278,458,280,135,361,741
100,Furman,33,18,15,.545,-2.44,-4.12,11,7,13,1,3,12,2357,2196,,1320,799,1752,.456,237,733,.323,522,742,.704,355,1173,404,200,106,435,594
101,Gardner-Webb,33,17,16,.515,-6.54,-3.58,10,8,9,4,5,11,2476,2451,,1335,871,2039,.427,276,807,.342,458,701,.653,435,1257,442,265,113,438,666
102,George Mason,32,11,21,.344,-1.64,3.76,5,13,7,8,2,11,2140,2313,,1290,766,1888,.406,172,589,.292,436,650,.671,419,1359,328,92,119,405,570
103,George Washington,33,23,10,.697,10.18,3.67,11,7,14,3,7,5,2483,2268,,1330,841,1896,.444,229,622,.368,572,756,.757,391,1250,463,198,110,374,541
104,Georgetown,33,15,18,.455,10.11,8.29,7,11,9,8,4,8,2430,2370,,1335,820,1858,.441,261,770,.339,529,704,.751,316,1181,492,180,146,436,755
105,Georgia Southern,31,14,17,.452,-5.44,-2.92,10,10,10,4,4,12,2353,2307,,1250,781,1903,.410,282,834,.338,509,728,.699,374,1131,344,232,73,359,691
106,Georgia State,30,16,14,.533,-2.66,-2.05,9,11,12,3,4,10,1971,1950,,1220,705,1597,.441,149,436,.342,412,598,.689,243,925,352,200,91,349,578
107,Georgia Tech,33,19,14,.576,12.16,9.98,8,10,13,5,4,7,2417,2345,,1325,881,1980,.445,192,549,.350,461,641,.719,438,1290,443,150,139,365,594
108,Georgia,32,19,13,.594,10.04,8.95,10,8,14,4,3,8,2243,2208,,1290,744,1770,.420,205,560,.366,550,783,.702,372,1252,396,156,167,425,669
109,Gonzaga,33,26,7,.788,16.27,3.52,15,3,11,4,9,2,2630,2186,,1325,929,1909,.487,258,681,.379,514,676,.760,350,1307,457,166,98,369,577
